,Filename,DocumentID,ESTC_ID,Date,Title,Vol_Number,Author,Imprint,Field_Headings,fn_pages,nofn_pages,TableName,fn.percent,decade,footnotes_present,tags,,
1732,0022900101.xml,22900101,T086286,1792,"Wanley Penson; or, the melancholy man: a miscellaneous history, in three volumes. Vol. I.",Volume 1,"Sadler, Robert","London : printed for C. and G. Kearsley, No. 46, Fleet-Street, 1792.","English fiction, 18th century",1,380,Manifest_LitAndLang1,0.002624672,1790,0,"CW, BQ, P, TY, SM",,
1737,0022900301.xml,22900301,T071391,1797,"Ranspach, or mysteries of a castle; a novel, in two volumes. By the author of Edward de Courcy, &c. ...",Volume 1,Author of Edward de Courcy,"Utoxeter : printed by R. Richards, and sold by W. Richardson, London, 1797.","Ranspach-le-Bas (France), Early works to 1800",1,210,Manifest_LitAndLang1,0.004739336,1790,0,"PB, CW",,
1745,0023000202.xml,23000202,T080600,1754,The history of Lucy Wellers. Written by a lady. In two volumes. ...,Volume 2,"Smythies, Miss","London : printed for R. Baldwin, at the Rose in Pater-Noster-Row, MDCCLIV. [1754].","English fiction, 18th century",1,317,Manifest_LitAndLang1,0.003144654,1750,0,"PB, CW",,
1747,0023000302.xml,23000302,T071294,1770,The adventures of a bank-note. In two volumes. ...,Volume 2,"Bridges, Thomas","London : printed for T. Davies, in Russel-Street, Covent-Garden, 1770-71.","Bank notes, Early works to 1800",1,205,Manifest_LitAndLang1,0.004854369,1770,0,"P, BQ, CW, TY",,
1750,0023000401.xml,23000401,T071298,1788,"Misogug: or, women as they are. A Chaldean tale. Translated from the French. In two volumes. ...",Volume 1,Cubi<c3><a8>res-Palm<c3><a9>zeaux,"London : printed for C. Elliot and T. Kay, No. 332. Strand; and C. Elliot, Edinburgh, M.DCC.LXXXVIII. [1788].","French fiction, 18th century",1,261,Manifest_LitAndLang1,0.003816794,1780,0,"PB, CW",,
1758,0023100302.xml,23100302,T066944,1786,"The adventures of Anthony Varnish; or, a peep at the manners of society. By an adept. In three volumes. ...",Volume 2,"Johnstone, Charles","London : printed for William Lane, Leadenhall-Street, M.DCC.LXXXVI. [1786].","English fiction, 18th century",1,239,Manifest_LitAndLang1,0.004166667,1780,0,"TY, P, BQ, CW",,
1760,0023100401.xml,23100401,T066937,1776,The story of Lady Juliana Harley. A novel. In letters. By Mrs. Griffith. ...,Volume 1,"Griffith, Mrs. (Elizabeth)","London : printed for T. Cadell, in the Strand, MDCCLXXVI. [1776].","Epistolary fiction, English, 18th century",1,268,Manifest_LitAndLang1,0.003717472,1770,1,"IT, C",,
1761,0023100402.xml,23100402,T066937,1776,The story of Lady Juliana Harley. A novel. In letters. By Mrs. Griffith. ...,Volume 2,"Griffith, Mrs. (Elizabeth)","London : printed for T. Cadell, in the Strand, MDCCLXXVI. [1776].","Epistolary fiction, English, 18th century",1,271,Manifest_LitAndLang1,0.003676471,1770,0,"P, BQ, CW, TY",,
1764,0023100600.xml,23100600,T064718,1767,"The entertaining amour of Sylvander and Sylvia, a Fashionable buck, and a Delicate Edinburgh belle. Contained in twenty-four genuine letters. Wrote in the Year 1766.",0,Anon,"Edinburgh : [s.n.], M,DCC,LXVII. [1767].","English letters, Early works to 1800",1,90,Manifest_LitAndLang1,0.010989011,1760,0,"BQ, P, CW, SM, TY, O",,
1771,0023200201.xml,23200201,T066935,1796,"Edington: a novel. By Richard Hey, Esq. In two volumes. ...",Volume 1,"Hey, Richard","London : printed for Vernor and Hood, Birchin Lane, Cornhill, 1796.","English fiction, 18th century",1,223,Manifest_LitAndLang1,0.004464286,1790,1,IT,,
1782,0023300202.xml,23300202,T057814,1795,"The royal captives: a fragment of secret history. Copied from an old manuscript, by Ann Yearsley. ...",Volume 2,"Yearsley, Ann","London : printed for G. G. and J. Robinson, Pater-Noster Row, MDCCXCV. [1795].","English fiction, 18th century",1,256,Manifest_LitAndLang1,0.003891051,1790,0,"CW, PB",,
1790,0023400102.xml,23400102,T064735,1754,"The sisters; or the history of Lucy and Caroline Sanson, entrusted to a false friend. In two volumes. ...",Volume 2,"Dodd, William","London : printed for T. Waller, opposite Fetter-Lane in Fleet-Street, MDCCLIV. [1754].","[Sanson, Caroline], Biography, Early works to 1800, [Sanson, Lucy], Biography, Early works to 1800",1,301,Manifest_LitAndLang1,0.003311258,1750,0,CW,,
1791,0023400201.xml,23400201,T067636,1785,"The young widow; or, the history of Mrs. Ledwich. Written by herself. In a series of letters to James Lewis, Esq. In two volumes. ...",Volume 1,"Ledwich, Mrs","Dublin : printed for Messrs. Moncrieffe, Jenkin, Walker, Burton, White, Colbert, Whitestone, and Heery, MDCCLXXXV. [1785].","Ledwich,, Mrs, Early works to 1800",1,128,Manifest_LitAndLang1,0.007751938,1780,0,"BQ, P, TY, CW",,
1792,0023400202.xml,23400202,T067636,1785,"The young widow; or, the history of Mrs. Ledwich. Written by herself. In a series of letters to James Lewis, Esq. In two volumes. ...",Volume 2,"Ledwich, Mrs","Dublin : printed for Messrs. Moncrieffe, Jenkin, Walker, Burton, White, Colbert, Whitestone, and Heery, MDCCLXXXV. [1785].","Ledwich,, Mrs, Early works to 1800",1,109,Manifest_LitAndLang1,0.009090909,1780,0,"BQ, P, CW, TY, SM",,
1793,0023400300.xml,23400300,T068058,1759,"The amorous friars: or, the intrigues of a convent.",0,Anon,"London : printed for J. Fleming, opposite Norfolk-Street in the Strand, MDCCLIX. [1759].","English fiction, 18th century",1,224,Manifest_LitAndLang1,0.004444444,1750,1,"C, T",,
1794,0023400400.xml,23400400,T072296,1800,"The life and surprising adventures of Robinson Crusoe; including an account of his shipwreck, and residence for twenty eight years on an unknown island, &c. &c. Written by himself.",0,"Defoe, Daniel","Halifax : Holden, printer, [1800?].","Selkirk, Alexander,, 1676-1721",1,519,Manifest_LitAndLang1,0.001923077,1800,0,"SM, CW, O",,
1800,0023500102.xml,23500102,T014766,1768,A sentimental journey through France and Italy. By Mr. Yorick. ...,Volume 2,"Sterne, Laurence","London : printed for T. Becket and P.A. De Hondt, in the Strand, MDCCLXVIII. [1768].","Italy, In literature, France, In literature, Italy, Social life and customs, France, Social life and customs, 17th century",1,208,Manifest_LitAndLang1,0.004784689,1760,1,"C, T",,
1801,0023500201.xml,23500201,T108474,1774,"The modern fine gentleman, a novel, in two volumes. ...",Volume 1,Anon,"London : printed for T. Lowndes, at No. 77, in Fleet-Street, MDCCLXXIV. [1774].",English fiction,1,240,Manifest_LitAndLang1,0.004149378,1770,0,"SM, CW",,
1805,0023500400.xml,23500400,T055383,1791,"The adventures of Roderick Random. Written by Dr. Smollet, and abridged by R. Lewis, Corrector of the Press.",0,"Smollett, Tobias George","Dublin : printed by Pat. Wogan, at the Old-Bridge, MDCCXCI. [1791].","Adventure stories, English, Early works to 1800",1,182,Manifest_LitAndLang1,0.005464481,1790,0,CW,,
1807,0023500601.xml,23500601,T108467,1790,Valentine. A novel. In two volumes. ...,Volume 1,Anon,"London : printed for W. Lane, Leadenhall-Street, MDCCXC. [1790].","English fiction, 18th century",1,164,Manifest_LitAndLang1,0.006060606,1790,0,CW,,
1811,0023500803.xml,23500803,T055912,1784,"The history of Lord Belford, and Miss Sophia Woodley. In a series of letters. ...",Volume 3,Anon,"London : printed for Francis Noble, opposite Gray's Inn Gate, Holborn, 1784.","Epistolary fiction, English, Early works to 1800",1,222,Manifest_LitAndLang1,0.004484305,1780,1,IN,,
1816,0023600303.xml,23600303,T055910,1768,"The perplexed lovers: or, the history of Sir Edward Balchen, Bart. In three volumes. ...",Volume 3,Anon,"London : printed by W. Hoggard, for Francis Noble, at his Circulating Library, near Middle-Row, Holborn; and John Noble, at his Circulating Library, in St. Martin's Court, near Leicester-Square, MDCCLXVIII. [1768].","[Balchen, Edward,, Sir], Biography, Early works to 1800",1,268,Manifest_LitAndLang1,0.003717472,1760,0,"CW, M",,
1823,0023700200.xml,23700200,T055920,1770,The story of the Methodist-Lady: or the injur'd husband's revenge. A true history.,0,Anon,"London : printed for John Doughty, near St. Paul, [1770?].","Historical fiction, English, Early works to 1800",1,49,Manifest_LitAndLang1,0.02,1770,1,"C, MT",,
1825,0023700302.xml,23700302,T057451,1793,"The minstrel; or, anecdotes of distinguished personages in the fifteenth century. In three volumes. ...",Volume 2,Anon,"London : printed for Hookham and Carpenter, Bond-Street, M.DCC.XCIII. [1793].","English fiction, 18th century",1,240,Manifest_LitAndLang1,0.004149378,1790,1,"C, T",,
1826,0023700303.xml,23700303,T057451,1793,"The minstrel; or, anecdotes of distinguished personages in the fifteenth century. In three volumes. ...",Volume 3,Anon,"London : printed for Hookham and Carpenter, Bond-Street, M.DCC.XCIII. [1793].","English fiction, 18th century",1,210,Manifest_LitAndLang1,0.004739336,1790,0,"TY,BQ, O ",,
1828,0023700402.xml,23700402,T057438,1778,The example: or the history of Lucy Cleveland. By a young lady. ...,Volume 2,Young lady,"London : printed for Fielding and Walker, No. 20, Pater-Noster-Row, M.DCC.LXXVIII. [1778].","[Cleveland, Lucy, Miss.,], Biography, Early works to 1800",1,236,Manifest_LitAndLang1,0.004219409,1770,1,IN,,
1831,0023700601.xml,23700601,T057805,1791,"The adventures of King Richard Coeur-de-Lion. To which is added, The death of Lord Falkland: a poem. By J. White, Esq. Author of Earl Strongbow, and John of Gaunt. In three volumes. ...",Volume 1,"White, James","London : printed for T. and J. Evans, Paternoster-Row, M,DCC,XCI. [1791].","Richard, I,, King of England,, 1157-1199",1,177,Manifest_LitAndLang1,0.005617978,1790,1,"IT, C",,
1844,0023800402.xml,23800402,T057351,1769,"Pasquin, a New Allegorical Romance on the Times: with the fortifivead, a burlesque poem. Dedicated to the Right Honourable The Earl of Rochford, One of His Majesty's principal Secretaries of State. Published by the Editor, Thomas Rowe, Esq. In two volumes. ...",Volume 2,"Machay, Archibald","London : sold by S. Bladon, in Pater-Noster-Row, MDCCLXIX. [1769].","English fiction, 18th century",1,234,Manifest_LitAndLang1,0.004255319,1760,1,IT,,
1851,0023900300.xml,23900300,T064727,1715,"Exilius: or, the banish'd Roman. A new romance. In two parts: written after the manner of Telemachus, for the instruction of some young ladies of quality. By Mrs. Jane Barker.",0,"Barker, Jane","London : printed for E. Curll, at the Dial and Bible against St. Dunstan's Church in Fleetstreet, MDCCXV [1715].","English fiction, 18th century",1,321,Manifest_LitAndLang1,0.00310559,1710,1,C,,
1852,0023900400.xml,23900400,T066371,1800,"The history of Emma, or the victim of depravity; wherein is exemplified the miserable effects of not curbing the propensities of our passions. To which is added the life of the abandoned Kitty Clark; who, from a Mistaken Notion of Revenge, Left her Uncle's House, and entered into a Licentious Course of gay Living with a Noble Lord: After whose Death she underwent a variety of Scenes; and at length died an object of the utmost Misery, and universal Detestation.",0,Anon,"London : printed and sold by S. Fisher, No. 10, St John's Lane, Clerkenwell ; also sold by T. Hurst, No. 32, Paternoster Row, [1800].","English fiction, 18th century",1,48,Manifest_LitAndLang1,0.020408163,1800,0,"TE, TY, O",,
1869,0024000301.xml,24000301,T068569,1800,"Leopold Warndorf. A novel. In two volumes. By Henry Summersett, Author of the Mad Man of the Mountain, &c. &c. &c. ...",Volume 1,"Summersett, Henry","London : printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1800.","Epistolary fiction, English, Early works to 1800",1,302,Manifest_LitAndLang1,0.00330033,1800,0,"PO, CW",,
1872,0024100101.xml,24100101,T088381,1798,A welsh story. In three volumes. ...,Volume 1,"Barker, Mary","London : printed for Hookham and Carpenter, Old Bond Street, 1798.","English fiction, 18th century",1,292,Manifest_LitAndLang1,0.003412969,1790,1,"IT, C",,
1877,0024100203.xml,24100203,T080589,1798,Caroline. In three volumes. By a lady. ...,Volume 3,Lady,"London : printed for Hookham and Carpenter, No. 14, Old Bond-Street, 1798.","Caroline, Biography, Early works to 1800",1,202,Manifest_LitAndLang1,0.004926108,1790,0,"CW, TY, O",,
1882,0024100602.xml,24100602,T108371,1789,"The self-Tormentor, a novel. In three volumes. ...",Volume 2,Anon,"London : printed for G. and T. Wilkie, St. Paul's Church Yard, MDCCLXXXIX. [1789].","Epistolary fiction, English, Early works to 1800",1,264,Manifest_LitAndLang1,0.003773585,1780,1,"IN, MT",,
1888,0024200302.xml,24200302,T064723,1761,"Memoirs of Miss Sidney Bidulph, extracted from her own journal, and now first published. In two volumes. ...",Volume 2,"Sheridan, Frances Chamberlaine","Dublin : printed by and for G. Faulkner, MDCCLXI. [1761].","English fiction, 18th century",1,416,Manifest_LitAndLang1,0.002398082,1760,0,"CW, PB, TY, O",,
1899,0024300105.xml,24300105,T067331,1795,"The voluntary exile, in five volumes, by Mrs. Parsons, author of Lucy, &c. &c. ...",Volume 5,"Parsons, Mrs. (Eliza)","London : printed for William Lane, at the Minerva Press, Leadenhall-Street, M.DCC.XCV. [1795].","English fiction, 18th century",1,300,Manifest_LitAndLang1,0.003322259,1790,0,"PB, CW",,
1900,0024300200.xml,24300200,T070632,1775,"The history of Mademoiselle de Beleau; or, the new Roxana, the fortunate mistress: afterwards Countess of Wintselsheim. Published by Mr Daniel De Foe. And from papers found, since his decease, it appears was greatly altered by himself; and From the said Papers, the Present Work is produced.",0,"Defoe, Daniel","London : printed for the editor; and sold by F. Noble, in Holborn, and T. Lowndes, in Fleet-Street, MDCCLXXV. [1775].","Mistresses, Fiction, Early works to 1800, Women, Europe, Fiction, Early works to 1800, Women, Great Britain, Fiction, Early works to 1800, Europe, History, 18th century, Great Britain, History, Charles II, 1660-1685",1,301,Manifest_LitAndLang1,0.003311258,1770,1,IN,,
1905,0024300402.xml,24300402,T070712,1769,The history of the adventures of Arthur O'Bradley. In two volumes. ...,Volume 2,"Potter, John","London : printed for T. Becket and P.A. de Hondt, in the Strand, MDCCLXIX. [1769].","Adventure and adventurers, Early works to 1800",1,263,Manifest_LitAndLang1,0.003787879,1760,1,"C, IT",,
1910,0024400202.xml,24400202,T098262,1775,"The life and adventures of Joe Thompson, a narrative founded on fact. Written by himself ...",Volume 2,"Kimber, Edward","London : printed for John Hinton, at the King's-Arms, in Pater-Noster Row; and W. Frederick, Book-Seller, in Bath, MDCCLXXV. [1775].","Adventure stories, English, Early works to 1800",1,363,Manifest_LitAndLang1,0.002747253,1770,0,"PB, CW",,
5158,0026900202.xml,26900202,T107041,1782,"The philosophical Quixote; or, memoirs of Mr. David Wilkins. In a series of letters ...",Volume 2,Anon,"London : printed for J. Johnson, in St. Paul's Church-Yard, MDCCLXXXII. [1782].","Wilkins, David,, 1685-1745, Early works to 1800, Satire, English, Early works to 1800",1,165,Manifest_LitAndLang2,0.006024096,1780,1,IT,,
5159,0026900400.xml,26900400,T107275,1763,The letters that passed between Theodosius and Constantia; after she had taken the veil. Now first published from the Original Manuscripts.,0,"Langhorne, John","London : printed for T. Becket and P.A. Dehondt, in the Strand, MDCCLXIII. [1763].","English letters, Early works to 1800",1,190,Manifest_LitAndLang2,0.005235602,1760,1,C,,
5167,0026901100.xml,26901100,T072313,1777,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight-and-twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising Adventures.",0,"Defoe, Daniel","Edinburgh : printed by and for W. Darling, and sold by the booksellers in town and country, M.DCC.LXXVII. [1777].","Castaways, Fiction",1,362,Manifest_LitAndLang2,0.002754821,1770,0,"PB, CW, O, TY",,
1919,0027201702.xml,27201702,T088545,1794,"Scelta di commedie e novelle morali del Marchese Albergati Capacelli in due tomi. Dedicata, con permissione, a sua maest<c3><a0> la Regina della Gran Brettagna, dall' editore Antonio Ravelli. ...",Volume 2,"Albergati Capacelli, Francesco","Londra : da'torchj di Giuseppe Cooper. Si vende presso Molini, No. 28, Hay Market, [1794?].","Albergati Capacelli, Francesco,, 1728-1804, Early works to 1800, Italian fiction, Translations into English, 18th century",1,340,Manifest_LitAndLang1,0.002932551,1790,0,"CW, BQ, P, TY",,
1924,0027300201.xml,27300201,T071306,1758,"The brothers. In two volumes. By the author of The stage-coach, and Lucy Wellers. ...",Volume 1,"Smythies, Miss","London : printed for R. and J. Dodsley, at Tully's Head, in Pall-Mall, M.DCC.LVIII. [1758].","English fiction, 18th century",1,289,Manifest_LitAndLang1,0.003448276,1750,0,"P, BQ, CW, TY",,
1940,0027500301.xml,27500301,T072172,1770,"The male-Coquette; or, the history of the Hon. Edward Astell. In two volumes. ...",Volume 1,"Timbury, Jane","London : printed for Robinson and Roberts, No. 25, Pater-Noster-Row, MDCCLXX. [1770].","Epistolary fiction, English, Early works to 1800",1,239,Manifest_LitAndLang1,0.004166667,1770,0,"SM, CW",,
1943,0027500501.xml,27500501,T070086,1774,Edward. A novel. In two volumes. Dedicated (by permission) to Her Majesty. ...,Volume 1,Anon,"London : printed for T. Davies, Russell-Street, Covent-Garden; Bookseller to the Royal Academy, M.DCC.LXXIV. [1774].","Epistolary fiction, English, Early works to 1800",1,222,Manifest_LitAndLang1,0.004484305,1770,0,CW,,
1944,0027500502.xml,27500502,T070086,1774,Edward. A novel. In two volumes. Dedicated (by permission) to Her Majesty. ...,Volume 2,Anon,"London : printed for T. Davies, Russell-Street, Covent-Garden; Bookseller to the Royal Academy, M.DCC.LXXIV. [1774].","Epistolary fiction, English, Early works to 1800",1,222,Manifest_LitAndLang1,0.004484305,1770,0,"CW, PB",,
1950,0027600200.xml,27600200,T067638,1751,"A narrative of the life and astonishing adventures of John Daniel, a smith at Royston in Hertfordshire, For a Course of seventy Years. Containing, The melancholy Occasion of his Travels. His Shipwreck with one Companion on a desolate Island. Their way of Life. His accidental discovery of a Woman for his Companion. Their peopling the Island. Also, A Description of a most surprising Engine, invented by his Son Jacob, on which he flew to the Moon, with some Account of its Inhabitants. His return, and accidental Fall into the Habitation of a Sea-Monster, with whom he lived two Years. His further Excursions in Search of England. His Residence in Lapland, and Travels to Norway, from whence he arrived at Aldborough, and further Transactions till his death, in 1711. Aged 97. Illustrated with several copper plates, engraved by Mr. Boitard. Taken from his own mouth, by Mr. Ralph Morris.",0,"Daniel, John","London : printed for M. Cooper, at the Globe in Pater-Noster-Row, MDCCLI. [1751].","Daniel, John, Aeronautics, Robinsonades, Voyages, Imaginary, Interplanetary voyages, Science fiction, Early works to 1800",1,337,Manifest_LitAndLang1,0.00295858,1750,0,CW,,
1955,0027600602.xml,27600602,T094266,1799,St. Leon: a tale of the sixteenth century. By William Godwin. In four volumes. ...,Volume 2,"Godwin, William","London : printed for G. G. and J. Robinson, Paternoster-Row. 1799. R. Noble, printer, Great Shire-Lane, [1799].","Aristocracy (Social class), France, Fiction",1,331,Manifest_LitAndLang1,0.003012048,1790,1,C,,
1958,0027700100.xml,27700100,T107715,1792,"The excursion of Osman, the son of Abdallah, Lord of the Vallies; a political romance: including some anecdotes relative to a great northern family.",0,Anon,"Liverpool : printed by T. Schofield, Dale-Street, M,DCC,XC,II. [1792].","English fiction, 18th century",1,156,Manifest_LitAndLang1,0.006369427,1790,1,"C, T",,
1960,0027700301.xml,27700301,T001942,1791,"The history of Tom Jones, a foundling. By Henry Fielding, Esq; In four volumes. ...",Volume 1,"Fielding, Henry","Basil : printed for J.L. Legrand, 1791.",English fiction,1,364,Manifest_LitAndLang1,0.002739726,1790,1,"C, IN",,
1969,0027800101.xml,27800101,T136413,1772,"Pamela: or, virtue rewarded. In a series of familiar letters from a beautiful young damsel to her parents: ... In four volumes. ... The sixth edition; corrected. By the late Mr. Sam. Richardson, ...",Volume 1,"Richardson, Samuel","London : sold by William Otridge, 1772.","Master and servant, Fiction",1,453,Manifest_LitAndLang1,0.002202643,1770,1,"C, IT",,
1970,0027800102.xml,27800102,T136413,1772,"Pamela: or, virtue rewarded. In a series of familiar letters from a beautiful young damsel to her parents: ... In four volumes. ... The sixth edition; corrected. By the late Mr. Sam. Richardson, ...",Volume 2,"Richardson, Samuel","London : sold by William Otridge, 1772.","Master and servant, Fiction",1,444,Manifest_LitAndLang1,0.002247191,1770,1,IT,,
1973,0027800201.xml,27800201,T064187,1792,"The twin sisters; or, the effects of education. A novel; in a series of letters. By a lady. ...",Volume 1,Lady,"Dublin : printed for H. Colbert, No. 136, Capel-Street, M,DCC,XCII. [1792].","Epistolary fiction, English, Early works to 1800",1,268,Manifest_LitAndLang1,0.003717472,1790,0,"TE, TY, LS",,
1976,0027900102.xml,27900102,T074665,1755,"Memoirs of the Shakespear's-Head in Covent Garden: in which are introduced many entertaining adventures, and several remarkable characters. By the ghost of Shakespear. In two volumes. ...",Volume 2,Ghost of Shakespeare,"London : printed for, and sold by, F. Noble, at his Circulating Library in King-Street, Covent-Garden, and J. Noble, at his Circulating Library in St. Martin's-Court, near Leicester-Square, MDCCLV. [1755].","Great Britain, Social life and customs, 18th century, Great Britain, Intellectual life, 18th century, Humor, Great Britain, Intellectual life, 18th century, Anecdotes, facetiae, satire, etc.",1,215,Manifest_LitAndLang1,0.00462963,1750,0,"BQ, P, TY, CW",,
1990,0028000103.xml,28000103,T055356,1784,"The adventures of Peregrine Pickle. In which are included, Memoirs of a lady of quality. In four volumes. ...",Volume 3,"Smollett, Tobias George","London : printed for W. Strahan, J. Rivington and Sons, R. Baldwin, G. Robinson, T. Lowndes, T. Cadell, and W. Goldsmith, MDCCLXXXIV. [1784].","Tobacco, Fiction",1,297,Manifest_LitAndLang1,0.003355705,1780,0,"SM, CW",,
1992,0028000201.xml,28000201,T014812,1760,"The life and opinions of Tristram Shandy, gentleman. |...",Volume 1,"Sterne, Laurence","London : printed for R. and J. Dodsley in Pall-Mall, M.DCC.LX. [1760].","Fiction, Authorship, Fiction",1,183,Manifest_LitAndLang1,0.005434783,1760,1,"IT, C",,
1993,0028000202.xml,28000202,T014812,1760,"The life and opinions of Tristram Shandy, gentleman. |...",Volume 2,"Sterne, Laurence","London : printed for R. and J. Dodsley in Pall-Mall, M.DCC.LX. [1760].","Fiction, Authorship, Fiction",1,182,Manifest_LitAndLang1,0.005464481,1760,1,"C, MT, IT",,
1996,0028000405.xml,28000405,T014706,1762,"The life and opinions of Tristram Shandy, gentleman. Vol. V.",Volume 5,"Sterne, Laurence","London : printed for T. Becket and P. A. Dehondt, in the Strand, MDCCLXII. [1762].","Fiction, Authorship, Fiction",1,153,Manifest_LitAndLang1,0.006493506,1760,0,"PO, SM, CW, TY, PB",,
2002,0028400200.xml,28400200,T057454,1760,"The rake of taste, or the Elegant Debauchee: a true story.",0,Anon,"London : printed for P. Wicks, in Pater-Noster-Row, MDCCLX. [1760].","English fiction, 18th century",1,109,Manifest_LitAndLang1,0.009090909,1760,1,IT,,
2005,0028400402.xml,28400402,T066366,1767,"The female American; or, the adventures of Unca Eliza Winkfield. Compiled by herself. In two volumes. ...",Volume 2,"Winkfield, Unca Eliza","London : printed for Francis Noble, at his Circulating Library, opposite Gray's-Inn Gate, Holbourn ; and John Noble, at his Circulating Library, in St. Martin's-Court, near Leicester-Square, MDCCLXVII. [1767].","Indians of North America, Fiction",1,183,Manifest_LitAndLang1,0.005434783,1760,1,"MT, IN",,
2006,0028400500.xml,28400500,T066938,1745,"The fair moralist. Or, love and virtue. By a gentlewoman. To which is added, several occasional poems, by the same.",0,"McCarthy, Charlotte","London : printed for the author, and sold by B. Stichall, Bookbinder, at the Bible in Blackmoor-Street, near Clare-Market ; and Mess. Baldwin and Jefferies, at the Bible and Crown, against Stationers-Hall, near Ludgate, MDCCXLV. [1745].","English fiction, 18th century",1,101,Manifest_LitAndLang1,0.009803922,1740,1,,,
2007,0028400601.xml,28400601,T066903,1769,The history of Miss Sommervile. Written by a lady. In two volumes. ...,Volume 1,Lady,"London : printed for Newbery and Carnan, No. 65. the North-Side of St. Paul's Church-Yard, MDCCLXIX. [1769].","[Sommervile,, Miss.,], Biography, Early works to 1800",1,237,Manifest_LitAndLang1,0.004201681,1760,1,IN,,
5169,0028400700.xml,28400700,T072325,1789,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oronoque. With an account of his deliverance thence, and his after surprising adventures.",0,"Defoe, Daniel","London : printed for John Taylor, MDCCLXXXIX. [1789].","Castaways, Fiction",1,321,Manifest_LitAndLang2,0.00310559,1780,0,"SM, CW",,
2010,0028400901.xml,28400901,T057442,1757,"The history of Cleanthes, an Englishman of the highest Quality, and Celemene, the Illustrious Amazonian Princess: Interspersed With a Variety of most entertaining Incidents and surprizing Turns of Fortune; and a particular Account of that famous Island, so much talk'd of, but hitherto so little known. Written by a person well acquainted with all the principal characters from their original. ...",Volume 1,Person well acquainted with all the principal characters from their original,"London : printed for J. Scott at the Black Swan in Pater-Noster-Row, MDCCLVII. [1757].","Cleanthes,, 331-232 B.C, Early works to 1800",1,283,Manifest_LitAndLang1,0.003521127,1750,1,"C, IN",,
2015,0028500302.xml,28500302,T089903,1780,"The history of Tom Jones, a foundling. By Henry Fielding, Esq; ...",Volume 2,"Fielding, Henry","Paris : printed by Fr. Amb. Didot the eldest, and sold by J. N. Pissot, and Barrois junior, Quai des Augustins. Booksellers, M.DCC.LXXX. [1780].",English fiction,1,386,Manifest_LitAndLang1,0.002583979,1780,1,"C, T, IN",,
2019,0028500402.xml,28500402,T070732,1795,"The history of Rasselas, Prince of Abissinia. A tale. By Dr. Johnson. Two volumes in one. Embellished with a portrait of the author.",Volume 2,"Johnson, Samuel","London : printed under the inspection of the Literary Association, and sold by John Creswick, and Co. Agents to the Society, 1795.","Princes, Fiction, Early works to 1800, Tales, Early works to 1800, Ethiopia, Fiction, Early works to 1800",1,101,Manifest_LitAndLang1,0.009803922,1790,0,PO,,
2026,0028600304.xml,28600304,T001946,1763,"The history of Tom Jones, a foundling. In four volumes. By Henry Fielding, Esq;",Volume 4,"Fielding, Henry","London : printed for A. Millar, over-against Catherine-Street in the Strand, M.DCC.LXIII. [1763].",English fiction,1,357,Manifest_LitAndLang1,0.002793296,1760,0,"SM, CW",,
2027,0028600401.xml,28600401,T070733,1800,"Adeline St. Julian; or, the midnight hour. A novel. In two volumes. By Mrs. Anne Ker, Author of the Heiress DI Montalde, &c. ...",Volume 1,"Ker, Anne","London : printed by J. Bonsor, Salisbury Square ; for J. and E. Kerby, Bond Street ; and sold by T. Hurst, Paternoster Row, 1800.","English fiction, 18th century",1,231,Manifest_LitAndLang1,0.004310345,1800,0,"O, TE, PO, TY",,
2030,0028600502.xml,28600502,T070736,1765,Maria; the genuine memoirs of a young lady of rank and fortune. By the author of The life and adventures of Joe Thompson. ...,Volume 2,"Kimber, Edward","London : printed for R. Baldwin in Pater-Noster-Row, and T. Lownds in Fleet-Street, MDCCLXV. [1765].","English fiction, 18th century",1,187,Manifest_LitAndLang1,0.005319149,1760,0,"CW, SE",,
2031,0028700101.xml,28700101,T055347,1765,"The adventures of Peregrine Pickle. In which are included, Memoirs of a lady of quality. In four volumes. ...",Volume 1,"Smollett, Tobias George","London : printed [by William Strahan] for R. Baldwin, and M. Richardson, in Pater-Noster-Row, MDCCLXV. [1765].","Tobacco, Fiction",1,278,Manifest_LitAndLang1,0.003584229,1760,0,"CW, TY",,
2043,0028800300.xml,28800300,T071397,1767,"The history of Mr. Charles Chance, and Miss Clara Vellum.",0,"Robinson, John","London : printed by C?sar Ward, for Francis Noble, at his Circulating Library, near Middle-Row Holborn ; and John Noble, at his Circulating Library, in St. Martin's Court, near Leicester-Square, MDCCLXVII. [1767].","English fiction, 18th century",1,237,Manifest_LitAndLang1,0.004201681,1760,3,,,
2046,0028800601.xml,28800601,T071390,1788,"The school for fathers; or, the victim of a curse. A novel. Containing authentic memoirs and anecdotes, with historical facts. In three volumes. ...",Volume 1,Anon,"London : printed for G. G. J. and J. Robinson, Paternoster Row, MDCCLXXXVIII. [1788].","Epistolary fiction, English, Early works to 1800",1,262,Manifest_LitAndLang1,0.003802281,1780,0,"SM, BQ, P, CW",,
