Unnamed: 0,Filename,DocumentID,ESTC_ID,Date,Title,Vol_Number,Author,Imprint,Field_Headings,fn_pages,nofn_pages,TableName,fn.percent,decade,footnotes_present
1539,0020700501.xml,20700501,T027894,1764,"Each sex in their humour: or the histories of the families of Brightley, Finch, Fortescue, Shelburne, and Stevens. Written by a lady of quality, Whilst she was abroad on her Travels, and found among her Papers, since her decease. In two volumes. ...",Volume 1,M. C.,"London : printed for the editor; and sold by F. Noble, at his circulating library, opposite Gray's-Inn-Gate, Holborn; and J. Noble, at his Circulating Library, in St. Martin's Court, near Leicester square, MDCCLXIV. [1764].","English fiction, 18th century",1,243,Manifest_LitAndLang1,0.004098361,1760,0
1543,0020800101.xml,20800101,T066924,1762,Sophia. By Mrs. Charlotte Lennox. In two volumes. ...,Volume 1,"Lennox, Charlotte","London : printed for James Fletcher, in St. Paul's Church-Yard, MDCCLXII. [1762].","English fiction, 18th century",1,235,Manifest_LitAndLang1,0.004237288,1760,0
1549,0020800402.xml,20800402,T055921,1791,"The history of Georgina Neville; or, the disinterested orphan. A novel. In two volumes. Being The first Literary Attempt of a Young Lady. Dedicated, with permission, to the Hon. Lady Warren. ...",Volume 2,Anon,"London : printed for the authoress: sold by T. Hookham, No. 147, New, and No. 15. Old Bond Street; and J. Carpenter, No. 1, Charles Street, Grosvenor Square, 1791.","Historical fiction, English, Early works to 1800",1,248,Manifest_LitAndLang1,0.004016064,1790,0
1555,0020800700.xml,20800700,T057449,1713,"The lover's secretary: or, the adventures of Lindamira, a lady of quality. Written to her friend in the country. In XXIV letters. Revis'd and corrected by Mr. Tho. Brown.",0,Anon,"London : printed for R. Wellington, at the Dolphin and Crown in St. Paul's Church-Yard, 1713.","Epistolary fiction, English, Early works to 1800",1,230,Manifest_LitAndLang1,0.004329004,1710,0
1557,0020900101.xml,20900101,T055360,1794,"The adventures of Peregrine Pickle. In which are included, Memoirs of a lady of quality. By Dr. Smollett. In four volumes. Cooke's edition. Embellished with suberb engravings. ...",Volume 1,"Smollett, Tobias George","London : printed for C. Cooke, No. 17, Paternoster-Row; And sold by all the Booksellers in Town and Country, [1794?].","Tobacco, Fiction",1,217,Manifest_LitAndLang1,0.004587156,1790,0
1569,0021000102.xml,21000102,T067328,1797,"The beggar girl and her benefactors. In seven volumes. By Mrs. Bennett, Author Of Welch Heiress, Yuitnile Indiscretions, Agnes DI-Courci, And Fllen Countess Of Castle Howell. ...",Volume 2,"Bennett, Mrs. (Agnes Maria)","London : printed for William Lane, at the Minerva Press, Leadenhall-Street, M.DCC.XCVII. [1797].",English fiction,1,320,Manifest_LitAndLang1,0.003115265,1790,0
1573,0021000106.xml,21000106,T067328,1797,"The beggar girl and her benefactors. In seven volumes. By Mrs. Bennett, Author Of Welch Heiress, Yuitnile Indiscretions, Agnes DI-Courci, And Fllen Countess Of Castle Howell. ...",Volume 6,"Bennett, Mrs. (Agnes Maria)","London : printed for William Lane, at the Minerva Press, Leadenhall-Street, M.DCC.XCVII. [1797].",English fiction,1,342,Manifest_LitAndLang1,0.002915452,1790,0
1575,0021000201.xml,21000201,T066904,1767,The history of Mr. Byron and Miss Greville. In two volumes. ...,Volume 1,Anon,"London : printed for Francis Noble, at his Circulating Library, near Middle-Row, Holborn ; and John Noble, at his Circulating Library, in St. Martin's Court, near Leicester-Square, MDCCLXVII. [1767].","English fiction, 18th century",1,239,Manifest_LitAndLang1,0.004166667,1760,0
1577,0021600101.xml,21600101,T107998,1793,The errors of sensibility. A novel. In three volumes. ...,Volume 1,Anon,"London : printed at the Minerva-Press, for William Lane, Leadenhall-Street, M.DCC.XCIII. [1793].","Epistolary fiction, English, Early works to 1800",1,161,Manifest_LitAndLang1,0.00617284,1790,0
1603,0021800602.xml,21800602,T055327,1772,The expedition of Humphry Clinker. By the author of Roderick Random ...,Volume 2,"Smollett, Tobias George","London : printed for W. Johnston, in Ludgate-Street; and B. Collins, in Salisbury, MDCCLXXII. [1772].","Tobacco, Fiction",1,250,Manifest_LitAndLang1,0.003984064,1770,0
1614,0021900302.xml,21900302,T014708,1784,A sentimental journey through France and Italy. By Mr. Yorick: and the continuation thereof by Eugenius. The four volumes complete in one.,Volume 2,"Sterne, Laurence","London : printed for T. Osborne, in St. Paul's Church-Yard, and J. Mozley, in Gainsborough, M,DCCLXXXIV. [1784].","France, In literature, Italy, Social life and customs, France, Social life and customs",1,73,Manifest_LitAndLang1,0.013513514,1780,0
1617,0021900401.xml,21900401,T064719,1796,"The creole; or, the haunted island. In three volumes. By S. Arnold, junior. ...",Volume 1,"Arnold, Samuel James","London : printed by C. Whittingham; for C. Law, Stationers' Court; Hookham, Bond Street; and Bell, Oxford Road, 1796.","English fiction, 18th century",1,180,Manifest_LitAndLang1,0.005524862,1790,0
1641,0022100203.xml,22100203,T055332,1783,The expedition of Humphry Clinker. By the author of Roderick Random. In three volumes. ...,Volume 3,"Smollett, Tobias George","London : printed for T. Longman, and G. Robinson, Paternoster Row, MDCLXXXIII. [1683].","Tobacco, Fiction",1,275,Manifest_LitAndLang1,0.003623188,1780,0
1646,0022200101.xml,22200101,T107618,1796,"Camilla: or, a picture of youth. By the author of Evelina and Cecilia. In three volumes. ...",Volume 1,"Burney, Fanny","Dublin : printed by William Porter, for G. Burnet, R. Cross, P. Wogan, P. Byrne, T. Stewart, W. Watson and Son, J. Exshaw, H. Colbert, J. Chambers, W. Porter, A. Parker, J. Moore, B. Dugdale, W. M[c] Kenzie, C Browne, W Jones, H. Fitzpatrick, W. Corbet, J. Halpin, J. Rice, J. Archer, P. Moore, R. M. B[u]t[ler?], N. Kelly, J. Millikin, G. Folingsby, V. Dow[nin]g, A Stewart, J. Gough and G. Johnson, 1796.","English fiction, 18th century",1,373,Manifest_LitAndLang1,0.002673797,1790,0
1648,0022200103.xml,22200103,T107618,1796,"Camilla: or, a picture of youth. By the author of Evelina and Cecilia. In three volumes. ...",Volume 3,"Burney, Fanny","Dublin : printed by William Porter, for G. Burnet, R. Cross, P. Wogan, P. Byrne, T. Stewart, W. Watson and Son, J. Exshaw, H. Colbert, J. Chambers, W. Porter, A. Parker, J. Moore, B. Dugdale, W. M[c] Kenzie, C Browne, W Jones, H. Fitzpatrick, W. Corbet, J. Halpin, J. Rice, J. Archer, P. Moore, R. M. B[u]t[ler?], N. Kelly, J. Millikin, G. Folingsby, V. Dow[nin]g, A Stewart, J. Gough and G. Johnson, 1796.","English fiction, 18th century",1,356,Manifest_LitAndLang1,0.00280112,1790,0
1661,0022300301.xml,22300301,T068743,1766,"Eliza: or, the history of Miss Granville. By the author of Indiana Danby. In two volumes. ...",Volume 1,Author of Indiana Danby,"London : printed by W. Hoggard, for Francis Noble, at his Circulating Library, opposite Gray's-Inn-Gate, Holborn ; and John Noble, at his Circulating Library, in St. Martin's Court, near Leicester-Square, MDCCLXVI. [1766].","[Granville, Eliza,, Miss,], Early works to 1800, Biography, 18th century",1,234,Manifest_LitAndLang1,0.004255319,1760,0
1720,0022800101.xml,22800101,T070923,1776,"The husband's resentment; or, the history of Lady Manchester. A novel. In two volumes. ...",Volume 1,Anon,"London : printed for T. Lowndes, No. 77, Fleet-Street, MDCCLXXVI. [1776].","Epistolary fiction, English, Early works to 1800",1,228,Manifest_LitAndLang1,0.004366812,1770,0
1724,0022800401.xml,22800401,T070720,1796,Marchmont: a novel. By Charlotte Smith. In four volumes. ...,Volume 1,"Smith, Charlotte Turner","London : printed by and for Sampson Low, Berwick Street, Soho, 1796.",English fiction,1,331,Manifest_LitAndLang1,0.003012048,1790,0
1731,0022800602.xml,22800602,T071528,1762,"The life, travels, and adventures, of Christopher Wagstaff, gentleman, grandfather to Tristam Shandy. Originally published in the latter end of the last century. Interspersed with A suitable Variety of Matter, By the Editor. The whole being intended as a full and final Answer to every thing that has been, or shall be, written in the Out-of-The-Way Way. ...",Volume 2,"Dunton, John","London : printed for J. Hinxman, in Pater-Noster Row, M.DCC.LXII. [1762].","English fiction, 18th century",1,203,Manifest_LitAndLang1,0.004901961,1760,0
1732,0022900101.xml,22900101,T086286,1792,"Wanley Penson; or, the melancholy man: a miscellaneous history, in three volumes. Vol. I.",Volume 1,"Sadler, Robert","London : printed for C. and G. Kearsley, No. 46, Fleet-Street, 1792.","English fiction, 18th century",1,380,Manifest_LitAndLang1,0.002624672,1790,0
1737,0022900301.xml,22900301,T071391,1797,"Ranspach, or mysteries of a castle; a novel, in two volumes. By the author of Edward de Courcy, &c. ...",Volume 1,Author of Edward de Courcy,"Utoxeter : printed by R. Richards, and sold by W. Richardson, London, 1797.","Ranspach-le-Bas (France), Early works to 1800",1,210,Manifest_LitAndLang1,0.004739336,1790,0
1745,0023000202.xml,23000202,T080600,1754,The history of Lucy Wellers. Written by a lady. In two volumes. ...,Volume 2,"Smythies, Miss","London : printed for R. Baldwin, at the Rose in Pater-Noster-Row, MDCCLIV. [1754].","English fiction, 18th century",1,317,Manifest_LitAndLang1,0.003144654,1750,0
1747,0023000302.xml,23000302,T071294,1770,The adventures of a bank-note. In two volumes. ...,Volume 2,"Bridges, Thomas","London : printed for T. Davies, in Russel-Street, Covent-Garden, 1770-71.","Bank notes, Early works to 1800",1,205,Manifest_LitAndLang1,0.004854369,1770,0
1750,0023000401.xml,23000401,T071298,1788,"Misogug: or, women as they are. A Chaldean tale. Translated from the French. In two volumes. ...",Volume 1,Cubi<c3><a8>res-Palm<c3><a9>zeaux,"London : printed for C. Elliot and T. Kay, No. 332. Strand; and C. Elliot, Edinburgh, M.DCC.LXXXVIII. [1788].","French fiction, 18th century",1,261,Manifest_LitAndLang1,0.003816794,1780,0
1758,0023100302.xml,23100302,T066944,1786,"The adventures of Anthony Varnish; or, a peep at the manners of society. By an adept. In three volumes. ...",Volume 2,"Johnstone, Charles","London : printed for William Lane, Leadenhall-Street, M.DCC.LXXXVI. [1786].","English fiction, 18th century",1,239,Manifest_LitAndLang1,0.004166667,1780,0
1761,0023100402.xml,23100402,T066937,1776,The story of Lady Juliana Harley. A novel. In letters. By Mrs. Griffith. ...,Volume 2,"Griffith, Mrs. (Elizabeth)","London : printed for T. Cadell, in the Strand, MDCCLXXVI. [1776].","Epistolary fiction, English, 18th century",1,271,Manifest_LitAndLang1,0.003676471,1770,0
1764,0023100600.xml,23100600,T064718,1767,"The entertaining amour of Sylvander and Sylvia, a Fashionable buck, and a Delicate Edinburgh belle. Contained in twenty-four genuine letters. Wrote in the Year 1766.",0,Anon,"Edinburgh : [s.n.], M,DCC,LXVII. [1767].","English letters, Early works to 1800",1,90,Manifest_LitAndLang1,0.010989011,1760,0
1782,0023300202.xml,23300202,T057814,1795,"The royal captives: a fragment of secret history. Copied from an old manuscript, by Ann Yearsley. ...",Volume 2,"Yearsley, Ann","London : printed for G. G. and J. Robinson, Pater-Noster Row, MDCCXCV. [1795].","English fiction, 18th century",1,256,Manifest_LitAndLang1,0.003891051,1790,0
1790,0023400102.xml,23400102,T064735,1754,"The sisters; or the history of Lucy and Caroline Sanson, entrusted to a false friend. In two volumes. ...",Volume 2,"Dodd, William","London : printed for T. Waller, opposite Fetter-Lane in Fleet-Street, MDCCLIV. [1754].","[Sanson, Caroline], Biography, Early works to 1800, [Sanson, Lucy], Biography, Early works to 1800",1,301,Manifest_LitAndLang1,0.003311258,1750,0
1791,0023400201.xml,23400201,T067636,1785,"The young widow; or, the history of Mrs. Ledwich. Written by herself. In a series of letters to James Lewis, Esq. In two volumes. ...",Volume 1,"Ledwich, Mrs","Dublin : printed for Messrs. Moncrieffe, Jenkin, Walker, Burton, White, Colbert, Whitestone, and Heery, MDCCLXXXV. [1785].","Ledwich,, Mrs, Early works to 1800",1,128,Manifest_LitAndLang1,0.007751938,1780,0
1792,0023400202.xml,23400202,T067636,1785,"The young widow; or, the history of Mrs. Ledwich. Written by herself. In a series of letters to James Lewis, Esq. In two volumes. ...",Volume 2,"Ledwich, Mrs","Dublin : printed for Messrs. Moncrieffe, Jenkin, Walker, Burton, White, Colbert, Whitestone, and Heery, MDCCLXXXV. [1785].","Ledwich,, Mrs, Early works to 1800",1,109,Manifest_LitAndLang1,0.009090909,1780,0
1794,0023400400.xml,23400400,T072296,1800,"The life and surprising adventures of Robinson Crusoe; including an account of his shipwreck, and residence for twenty eight years on an unknown island, &c. &c. Written by himself.",0,"Defoe, Daniel","Halifax : Holden, printer, [1800?].","Selkirk, Alexander,, 1676-1721",1,519,Manifest_LitAndLang1,0.001923077,1800,0
1801,0023500201.xml,23500201,T108474,1774,"The modern fine gentleman, a novel, in two volumes. ...",Volume 1,Anon,"London : printed for T. Lowndes, at No. 77, in Fleet-Street, MDCCLXXIV. [1774].",English fiction,1,240,Manifest_LitAndLang1,0.004149378,1770,0
1805,0023500400.xml,23500400,T055383,1791,"The adventures of Roderick Random. Written by Dr. Smollet, and abridged by R. Lewis, Corrector of the Press.",0,"Smollett, Tobias George","Dublin : printed by Pat. Wogan, at the Old-Bridge, MDCCXCI. [1791].","Adventure stories, English, Early works to 1800",1,182,Manifest_LitAndLang1,0.005464481,1790,0
1807,0023500601.xml,23500601,T108467,1790,Valentine. A novel. In two volumes. ...,Volume 1,Anon,"London : printed for W. Lane, Leadenhall-Street, MDCCXC. [1790].","English fiction, 18th century",1,164,Manifest_LitAndLang1,0.006060606,1790,0
1816,0023600303.xml,23600303,T055910,1768,"The perplexed lovers: or, the history of Sir Edward Balchen, Bart. In three volumes. ...",Volume 3,Anon,"London : printed by W. Hoggard, for Francis Noble, at his Circulating Library, near Middle-Row, Holborn; and John Noble, at his Circulating Library, in St. Martin's Court, near Leicester-Square, MDCCLXVIII. [1768].","[Balchen, Edward,, Sir], Biography, Early works to 1800",1,268,Manifest_LitAndLang1,0.003717472,1760,0
1826,0023700303.xml,23700303,T057451,1793,"The minstrel; or, anecdotes of distinguished personages in the fifteenth century. In three volumes. ...",Volume 3,Anon,"London : printed for Hookham and Carpenter, Bond-Street, M.DCC.XCIII. [1793].","English fiction, 18th century",1,210,Manifest_LitAndLang1,0.004739336,1790,0
1852,0023900400.xml,23900400,T066371,1800,"The history of Emma, or the victim of depravity; wherein is exemplified the miserable effects of not curbing the propensities of our passions. To which is added the life of the abandoned Kitty Clark; who, from a Mistaken Notion of Revenge, Left her Uncle's House, and entered into a Licentious Course of gay Living with a Noble Lord: After whose Death she underwent a variety of Scenes; and at length died an object of the utmost Misery, and universal Detestation.",0,Anon,"London : printed and sold by S. Fisher, No. 10, St John's Lane, Clerkenwell ; also sold by T. Hurst, No. 32, Paternoster Row, [1800].","English fiction, 18th century",1,48,Manifest_LitAndLang1,0.020408163,1800,0
1869,0024000301.xml,24000301,T068569,1800,"Leopold Warndorf. A novel. In two volumes. By Henry Summersett, Author of the Mad Man of the Mountain, &c. &c. &c. ...",Volume 1,"Summersett, Henry","London : printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1800.","Epistolary fiction, English, Early works to 1800",1,302,Manifest_LitAndLang1,0.00330033,1800,0
1877,0024100203.xml,24100203,T080589,1798,Caroline. In three volumes. By a lady. ...,Volume 3,Lady,"London : printed for Hookham and Carpenter, No. 14, Old Bond-Street, 1798.","Caroline, Biography, Early works to 1800",1,202,Manifest_LitAndLang1,0.004926108,1790,0
1888,0024200302.xml,24200302,T064723,1761,"Memoirs of Miss Sidney Bidulph, extracted from her own journal, and now first published. In two volumes. ...",Volume 2,"Sheridan, Frances Chamberlaine","Dublin : printed by and for G. Faulkner, MDCCLXI. [1761].","English fiction, 18th century",1,416,Manifest_LitAndLang1,0.002398082,1760,0
1899,0024300105.xml,24300105,T067331,1795,"The voluntary exile, in five volumes, by Mrs. Parsons, author of Lucy, &c. &c. ...",Volume 5,"Parsons, Mrs. (Eliza)","London : printed for William Lane, at the Minerva Press, Leadenhall-Street, M.DCC.XCV. [1795].","English fiction, 18th century",1,300,Manifest_LitAndLang1,0.003322259,1790,0
1910,0024400202.xml,24400202,T098262,1775,"The life and adventures of Joe Thompson, a narrative founded on fact. Written by himself ...",Volume 2,"Kimber, Edward","London : printed for John Hinton, at the King's-Arms, in Pater-Noster Row; and W. Frederick, Book-Seller, in Bath, MDCCLXXV. [1775].","Adventure stories, English, Early works to 1800",1,363,Manifest_LitAndLang1,0.002747253,1770,0
5167,0026901100.xml,26901100,T072313,1777,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight-and-twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising Adventures.",0,"Defoe, Daniel","Edinburgh : printed by and for W. Darling, and sold by the booksellers in town and country, M.DCC.LXXVII. [1777].","Castaways, Fiction",1,362,Manifest_LitAndLang2,0.002754821,1770,0
1919,0027201702.xml,27201702,T088545,1794,"Scelta di commedie e novelle morali del Marchese Albergati Capacelli in due tomi. Dedicata, con permissione, a sua maest<c3><a0> la Regina della Gran Brettagna, dall' editore Antonio Ravelli. ...",Volume 2,"Albergati Capacelli, Francesco","Londra : da'torchj di Giuseppe Cooper. Si vende presso Molini, No. 28, Hay Market, [1794?].","Albergati Capacelli, Francesco,, 1728-1804, Early works to 1800, Italian fiction, Translations into English, 18th century",1,340,Manifest_LitAndLang1,0.002932551,1790,0
1924,0027300201.xml,27300201,T071306,1758,"The brothers. In two volumes. By the author of The stage-coach, and Lucy Wellers. ...",Volume 1,"Smythies, Miss","London : printed for R. and J. Dodsley, at Tully's Head, in Pall-Mall, M.DCC.LVIII. [1758].","English fiction, 18th century",1,289,Manifest_LitAndLang1,0.003448276,1750,0
1940,0027500301.xml,27500301,T072172,1770,"The male-Coquette; or, the history of the Hon. Edward Astell. In two volumes. ...",Volume 1,"Timbury, Jane","London : printed for Robinson and Roberts, No. 25, Pater-Noster-Row, MDCCLXX. [1770].","Epistolary fiction, English, Early works to 1800",1,239,Manifest_LitAndLang1,0.004166667,1770,0
1943,0027500501.xml,27500501,T070086,1774,Edward. A novel. In two volumes. Dedicated (by permission) to Her Majesty. ...,Volume 1,Anon,"London : printed for T. Davies, Russell-Street, Covent-Garden; Bookseller to the Royal Academy, M.DCC.LXXIV. [1774].","Epistolary fiction, English, Early works to 1800",1,222,Manifest_LitAndLang1,0.004484305,1770,0
1944,0027500502.xml,27500502,T070086,1774,Edward. A novel. In two volumes. Dedicated (by permission) to Her Majesty. ...,Volume 2,Anon,"London : printed for T. Davies, Russell-Street, Covent-Garden; Bookseller to the Royal Academy, M.DCC.LXXIV. [1774].","Epistolary fiction, English, Early works to 1800",1,222,Manifest_LitAndLang1,0.004484305,1770,0
1950,0027600200.xml,27600200,T067638,1751,"A narrative of the life and astonishing adventures of John Daniel, a smith at Royston in Hertfordshire, For a Course of seventy Years. Containing, The melancholy Occasion of his Travels. His Shipwreck with one Companion on a desolate Island. Their way of Life. His accidental discovery of a Woman for his Companion. Their peopling the Island. Also, A Description of a most surprising Engine, invented by his Son Jacob, on which he flew to the Moon, with some Account of its Inhabitants. His return, and accidental Fall into the Habitation of a Sea-Monster, with whom he lived two Years. His further Excursions in Search of England. His Residence in Lapland, and Travels to Norway, from whence he arrived at Aldborough, and further Transactions till his death, in 1711. Aged 97. Illustrated with several copper plates, engraved by Mr. Boitard. Taken from his own mouth, by Mr. Ralph Morris.",0,"Daniel, John","London : printed for M. Cooper, at the Globe in Pater-Noster-Row, MDCCLI. [1751].","Daniel, John, Aeronautics, Robinsonades, Voyages, Imaginary, Interplanetary voyages, Science fiction, Early works to 1800",1,337,Manifest_LitAndLang1,0.00295858,1750,0
1970,0027800102.xml,27800102,T136413,1772,"Pamela: or, virtue rewarded. In a series of familiar letters from a beautiful young damsel to her parents: ... In four volumes. ... The sixth edition; corrected. By the late Mr. Sam. Richardson, ...",Volume 2,"Richardson, Samuel","London : sold by William Otridge, 1772.","Master and servant, Fiction",1,444,Manifest_LitAndLang1,0.002247191,1770,0
1973,0027800201.xml,27800201,T064187,1792,"The twin sisters; or, the effects of education. A novel; in a series of letters. By a lady. ...",Volume 1,Lady,"Dublin : printed for H. Colbert, No. 136, Capel-Street, M,DCC,XCII. [1792].","Epistolary fiction, English, Early works to 1800",1,268,Manifest_LitAndLang1,0.003717472,1790,0
1976,0027900102.xml,27900102,T074665,1755,"Memoirs of the Shakespear's-Head in Covent Garden: in which are introduced many entertaining adventures, and several remarkable characters. By the ghost of Shakespear. In two volumes. ...",Volume 2,Ghost of Shakespeare,"London : printed for, and sold by, F. Noble, at his Circulating Library in King-Street, Covent-Garden, and J. Noble, at his Circulating Library in St. Martin's-Court, near Leicester-Square, MDCCLV. [1755].","Great Britain, Social life and customs, 18th century, Great Britain, Intellectual life, 18th century, Humor, Great Britain, Intellectual life, 18th century, Anecdotes, facetiae, satire, etc.",1,215,Manifest_LitAndLang1,0.00462963,1750,0
1990,0028000103.xml,28000103,T055356,1784,"The adventures of Peregrine Pickle. In which are included, Memoirs of a lady of quality. In four volumes. ...",Volume 3,"Smollett, Tobias George","London : printed for W. Strahan, J. Rivington and Sons, R. Baldwin, G. Robinson, T. Lowndes, T. Cadell, and W. Goldsmith, MDCCLXXXIV. [1784].","Tobacco, Fiction",1,297,Manifest_LitAndLang1,0.003355705,1780,0
1996,0028000405.xml,28000405,T014706,1762,"The life and opinions of Tristram Shandy, gentleman. Vol. V.",Volume 5,"Sterne, Laurence","London : printed for T. Becket and P. A. Dehondt, in the Strand, MDCCLXII. [1762].","Fiction, Authorship, Fiction",1,153,Manifest_LitAndLang1,0.006493506,1760,0
5169,0028400700.xml,28400700,T072325,1789,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oronoque. With an account of his deliverance thence, and his after surprising adventures.",0,"Defoe, Daniel","London : printed for John Taylor, MDCCLXXXIX. [1789].","Castaways, Fiction",1,321,Manifest_LitAndLang2,0.00310559,1780,0
2019,0028500402.xml,28500402,T070732,1795,"The history of Rasselas, Prince of Abissinia. A tale. By Dr. Johnson. Two volumes in one. Embellished with a portrait of the author.",Volume 2,"Johnson, Samuel","London : printed under the inspection of the Literary Association, and sold by John Creswick, and Co. Agents to the Society, 1795.","Princes, Fiction, Early works to 1800, Tales, Early works to 1800, Ethiopia, Fiction, Early works to 1800",1,101,Manifest_LitAndLang1,0.009803922,1790,0
2026,0028600304.xml,28600304,T001946,1763,"The history of Tom Jones, a foundling. In four volumes. By Henry Fielding, Esq;",Volume 4,"Fielding, Henry","London : printed for A. Millar, over-against Catherine-Street in the Strand, M.DCC.LXIII. [1763].",English fiction,1,357,Manifest_LitAndLang1,0.002793296,1760,0
2027,0028600401.xml,28600401,T070733,1800,"Adeline St. Julian; or, the midnight hour. A novel. In two volumes. By Mrs. Anne Ker, Author of the Heiress DI Montalde, &c. ...",Volume 1,"Ker, Anne","London : printed by J. Bonsor, Salisbury Square ; for J. and E. Kerby, Bond Street ; and sold by T. Hurst, Paternoster Row, 1800.","English fiction, 18th century",1,231,Manifest_LitAndLang1,0.004310345,1800,0
2030,0028600502.xml,28600502,T070736,1765,Maria; the genuine memoirs of a young lady of rank and fortune. By the author of The life and adventures of Joe Thompson. ...,Volume 2,"Kimber, Edward","London : printed for R. Baldwin in Pater-Noster-Row, and T. Lownds in Fleet-Street, MDCCLXV. [1765].","English fiction, 18th century",1,187,Manifest_LitAndLang1,0.005319149,1760,0
2031,0028700101.xml,28700101,T055347,1765,"The adventures of Peregrine Pickle. In which are included, Memoirs of a lady of quality. In four volumes. ...",Volume 1,"Smollett, Tobias George","London : printed [by William Strahan] for R. Baldwin, and M. Richardson, in Pater-Noster-Row, MDCCLXV. [1765].","Tobacco, Fiction",1,278,Manifest_LitAndLang1,0.003584229,1760,0
2046,0028800601.xml,28800601,T071390,1788,"The school for fathers; or, the victim of a curse. A novel. Containing authentic memoirs and anecdotes, with historical facts. In three volumes. ...",Volume 1,Anon,"London : printed for G. G. J. and J. Robinson, Paternoster Row, MDCCLXXXVIII. [1788].","Epistolary fiction, English, Early works to 1800",1,262,Manifest_LitAndLang1,0.003802281,1780,0
2047,0028800602.xml,28800602,T071390,1788,"The school for fathers; or, the victim of a curse. A novel. Containing authentic memoirs and anecdotes, with historical facts. In three volumes. ...",Volume 2,Anon,"London : printed for G. G. J. and J. Robinson, Paternoster Row, MDCCLXXXVIII. [1788].","Epistolary fiction, English, Early works to 1800",1,269,Manifest_LitAndLang1,0.003703704,1780,0
2049,0028800700.xml,28800700,T071305,1800,"English nights entertainments. The history of Oroonoko; or, the royal slave. Written originally by Mrs. Behn, and revised by Mrs. Griffiths.",0,"Behn, Aphra","London : printed by T. Maiden, Sherbourne Lane, for Ann Lemoine, White-Rose Court, Coleman-Street, and sold by T. Hurst, Paternoster-Row, [1800].","English fiction, 18th century",1,47,Manifest_LitAndLang1,0.020833333,1800,0
2051,0028800802.xml,28800802,T139026,1731,"Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, First a Surgeon, and then a Captain of several Ships. ...",Volume 2,"Swift, Jonathan","London : printed for Benjamin Motte, at the Middle Temple-Gate in Fleet-Street, M.DCC.XXXI. [1731].","Voyages, Imaginary, Fiction",1,279,Manifest_LitAndLang1,0.003571429,1730,0
2058,0028900300.xml,28900300,T071308,1727,"The temple of Venus. A poem. In five cantos. By William Selbey, Esq;",0,"Selbey, William","London : printed in the year, 1727.","English fiction, 18th century",1,28,Manifest_LitAndLang1,0.034482759,1720,0
2066,0029000104.xml,29000104,T072180,1788,"Henry and Isabella; or, a traite through life. By the author of Caroline, or the diversities of fortune. In four volumes. ...",Volume 4,"Hughes, Mrs. (Anne)","London : printed for William Lane, Leadenhall-Street, 1788.","English fiction, 18th century",1,256,Manifest_LitAndLang1,0.003891051,1780,0
2067,0029000201.xml,29000201,T077677,1769,"Fatal obedience; or, the history of Mr. Freeland. In two volumes. ...",Volume 1,"Freeland, Mr","London : printed for the author; and sold by F. and J. Noble, at their respective Circulating Libraries in Holborn, and St. Martin's Court, [1769?].","Freeland,, Mr., Early works to 1800, Autobiographical fiction, English, Early works to 1800",1,240,Manifest_LitAndLang1,0.004149378,1760,0
2068,0029000202.xml,29000202,T077677,1769,"Fatal obedience; or, the history of Mr. Freeland. In two volumes. ...",Volume 2,"Freeland, Mr","London : printed for the author; and sold by F. and J. Noble, at their respective Circulating Libraries in Holborn, and St. Martin's Court, [1769?].","Freeland,, Mr., Early works to 1800, Autobiographical fiction, English, Early works to 1800",1,248,Manifest_LitAndLang1,0.004016064,1760,0
2084,0029100702.xml,29100702,T070084,1800,"Constantia Neville; or, the West Indian. A novel. In three volumes. By Helena Wells, Author of ``the Step-Mother,'' &c. ...",Volume 2,"Whitford, Helena","London : printed by C. Whittingham, Dean-Street, Fetter-Lane, for T. Cadell, jun. and W. Davies, Strand ; and W. Creech, Edinburgh, 1800.","English fiction, 18th century",1,439,Manifest_LitAndLang1,0.002272727,1800,0
2107,0032600201.xml,32600201,T074660,1794,The packet: a novel. By Miss Gunning. ...,Volume 1,"Gunning, Miss (Elizabeth)","London : printed for J. Bell, No. 148, Oxford-Street, M.DCC.XCIV. [1794].","English fiction, 18th century",1,261,Manifest_LitAndLang1,0.003816794,1790,0
2108,0032600202.xml,32600202,T074660,1794,The packet: a novel. By Miss Gunning. ...,Volume 2,"Gunning, Miss (Elizabeth)","London : printed for J. Bell, No. 148, Oxford-Street, M.DCC.XCIV. [1794].","English fiction, 18th century",1,253,Manifest_LitAndLang1,0.003937008,1790,0
2109,0032600203.xml,32600203,T074660,1794,The packet: a novel. By Miss Gunning. ...,Volume 3,"Gunning, Miss (Elizabeth)","London : printed for J. Bell, No. 148, Oxford-Street, M.DCC.XCIV. [1794].","English fiction, 18th century",1,257,Manifest_LitAndLang1,0.003875969,1790,0
